Frame;Timestamp;Real Hand Position;Real Hand Rotation;Virtual Hand Position;Virtual Hand Rotation;Target;Redirection Technique;Target Real Position;Target Real Rotation;Target Virtual Position;Target Virtual Rotation;Body Position;Body Rotation;
314;2025/10/23 17:34:29 915;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
315;2025/10/23 17:34:29 928;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
316;2025/10/23 17:34:29 942;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
317;2025/10/23 17:34:29 956;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
318;2025/10/23 17:34:29 969;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
319;2025/10/23 17:34:29 984;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
320;2025/10/23 17:34:29 999;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
321;2025/10/23 17:34:30 12;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
322;2025/10/23 17:34:30 24;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
323;2025/10/23 17:34:30 40;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
324;2025/10/23 17:34:30 107;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
325;2025/10/23 17:34:30 125;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
326;2025/10/23 17:34:30 136;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
327;2025/10/23 17:34:30 150;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
328;2025/10/23 17:34:30 163;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
329;2025/10/23 17:34:30 177;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
330;2025/10/23 17:34:30 191;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
331;2025/10/23 17:34:30 205;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
332;2025/10/23 17:34:30 219;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
333;2025/10/23 17:34:30 232;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
334;2025/10/23 17:34:30 247;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
335;2025/10/23 17:34:30 261;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
336;2025/10/23 17:34:30 274;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
337;2025/10/23 17:34:30 288;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
338;2025/10/23 17:34:30 303;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
339;2025/10/23 17:34:30 317;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
340;2025/10/23 17:34:30 330;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
341;2025/10/23 17:34:30 343;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
342;2025/10/23 17:34:30 357;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
343;2025/10/23 17:34:30 372;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
344;2025/10/23 17:34:30 386;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
345;2025/10/23 17:34:30 399;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
346;2025/10/23 17:34:30 413;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
347;2025/10/23 17:34:30 428;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
348;2025/10/23 17:34:30 441;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
349;2025/10/23 17:34:30 455;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
350;2025/10/23 17:34:30 468;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
351;2025/10/23 17:34:30 482;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
352;2025/10/23 17:34:30 497;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
353;2025/10/23 17:34:30 510;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
354;2025/10/23 17:34:30 523;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
355;2025/10/23 17:34:30 539;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
356;2025/10/23 17:34:30 553;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
357;2025/10/23 17:34:30 567;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
358;2025/10/23 17:34:30 581;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
359;2025/10/23 17:34:30 595;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
360;2025/10/23 17:34:30 609;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
361;2025/10/23 17:34:30 621;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
362;2025/10/23 17:34:30 636;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
363;2025/10/23 17:34:30 650;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
364;2025/10/23 17:34:30 664;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
365;2025/10/23 17:34:30 677;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
366;2025/10/23 17:34:30 692;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
367;2025/10/23 17:34:30 705;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
368;2025/10/23 17:34:30 718;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
369;2025/10/23 17:34:30 732;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
370;2025/10/23 17:34:30 747;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
371;2025/10/23 17:34:30 761;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
372;2025/10/23 17:34:30 775;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
373;2025/10/23 17:34:30 787;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
374;2025/10/23 17:34:30 804;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
375;2025/10/23 17:34:30 817;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
376;2025/10/23 17:34:30 830;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
377;2025/10/23 17:34:30 845;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
378;2025/10/23 17:34:30 859;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
379;2025/10/23 17:34:30 873;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
380;2025/10/23 17:34:30 886;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
381;2025/10/23 17:34:30 901;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
382;2025/10/23 17:34:30 915;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
383;2025/10/23 17:34:30 928;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
384;2025/10/23 17:34:30 941;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
385;2025/10/23 17:34:30 956;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
386;2025/10/23 17:34:30 970;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
387;2025/10/23 17:34:30 984;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
388;2025/10/23 17:34:30 997;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
389;2025/10/23 17:34:31 11;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
390;2025/10/23 17:34:31 25;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
391;2025/10/23 17:34:31 40;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
392;2025/10/23 17:34:31 53;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
393;2025/10/23 17:34:31 67;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
394;2025/10/23 17:34:31 82;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
395;2025/10/23 17:34:31 95;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
396;2025/10/23 17:34:31 109;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
397;2025/10/23 17:34:31 122;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
398;2025/10/23 17:34:31 137;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
399;2025/10/23 17:34:31 151;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
400;2025/10/23 17:34:31 163;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
401;2025/10/23 17:34:31 178;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
402;2025/10/23 17:34:31 193;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
403;2025/10/23 17:34:31 207;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
404;2025/10/23 17:34:31 221;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
405;2025/10/23 17:34:31 234;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
406;2025/10/23 17:34:31 248;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
